Project Name,Enbloced,Land Size,Master Plan GFA,Plot Ratio,Postal Code,Property Type,Tenure,Planning Area,District,Age,Number of Units,Average Price,Historical High,Historical Low,Distance to MRT,Enbloc Probability,En Bloc Likelihood
SUNSHINE MANSIONS,0,874.0,1224.0,1.4,427970,0,1, Bedok,15,37.0,14.0,1320.0,1320.0,497.0,0.741678496601401,0.3589219254390867,Unlikely
SUNSHINE PLAZA,0,6283.0,26388.0,4.2,187948,0,0, Rochor,7,42.0,16.0,1436.0,1592.0,494.0,0.17927450883217,0.1027282790029079,Very Unlikely
SUNSHINE REGENCY,0,1835.0,2569.0,1.4,424331,0,1, Marine Parade,15,36.0,33.0,1343.0,1343.0,484.0,0.946902054868906,0.3387486644355532,Unlikely
SUNSHINE RESIDENCE,0,1116.0,1562.0,1.4,425671,0,1, Bedok,15,37.0,18.0,1403.0,1461.0,521.0,0.9559275367930598,0.283198915476839,Unlikely
SUNVILLE,0,6030.0,16885.0,2.8,327979,0,1, Kallang,12,38.0,147.0,1248.0,1372.0,455.0,0.804280259433741,0.2945474831175096,Unlikely
SUTTON PLACE,0,8663.0,13861.0,1.6,268830,1,1, Tanglin,10,54.0,44.0,1513.0,1858.0,486.0,0.5717450522824471,0.14898270904081218,Very Unlikely
SYLVAN LODGE,0,580.0,812.0,1.4,278575,0,1, Bukit Timah,10,37.0,8.0,1478.0,1550.0,1070.0,0.226384705808811,0.3577114735881276,Unlikely
SYMPHONY HEIGHTS,0,36140.0,50595.0,1.4,598734,1,1, Bukit Batok,21,45.0,449.0,1442.0,1532.0,390.0,0.288986663977172,0.24304117112476875,Unlikely
SYMPHONY SUITES,0,20554.0,57551.0,2.8,768004,1,0, Yishun,27,25.0,66.0,1198.0,1274.0,947.0,1.185762395596337,0.06181106518394515,Very Unlikely
TAIPAN GRAND,0,1152.0,1613.0,1.4,449303,0,1, Bedok,15,38.0,16.0,1336.0,1385.0,369.0,1.438766384133678,0.298429739212401,Unlikely
TAIPAN JADE,0,896.0,1254.0,1.4,437386,0,1, Geylang,15,38.0,12.0,1336.0,1336.0,451.0,0.6227291029285916,0.3469027852221665,Unlikely
TAIPAN REGENCY,0,1328.0,1860.0,1.4,438772,0,1, Marine Parade,15,41.0,18.0,1264.0,1273.0,282.0,1.166351211467721,0.3754560164466946,Unlikely
TAN TONG MENG TOWER,0,4144.0,11604.0,2.8,298128,0,1, Novena,11,67.0,35.0,1142.0,1142.0,265.0,0.8488708421236362,0.6857330396278831,Likely
TANAH MERAH MANSION,0,4508.0,21270.96451425247,2.2073144876325084,466671,1,1, Bedok,16,59.0,36.0,1141.0,1204.0,302.0,0.5962408869025136,0.4595449743343967,Possible
TANAMERA CREST,0,12880.0,32184.0,2.5,486060,1,0, Bedok,16,39.0,288.0,991.0,1124.0,324.0,0.7238950169596259,0.40044267304432557,Possible
TANGERINE GROVE,0,10238.0,14333.0,1.4,534239,1,1, Hougang,19,36.0,125.0,1369.0,1426.0,485.0,0.7810499217462304,0.2641411130357355,Unlikely
TANGLIN HILL CONDOMINIUM,0,16449.0,21270.96451425247,2.2073144876325084,247876,1,1, Tanglin,10,61.0,52.0,1815.0,1922.0,442.0,1.38683745310764,0.15997819939711225,Very Unlikely
TANGLIN HILL MEADOWS,0,3970.0,21270.96451425247,2.2073144876325084,248018,1,1, Tanglin,10,46.0,124.71927846674184,2020.0,2123.0,724.0,1.270627573678012,0.10314254273714518,Very Unlikely
TANGLIN PARK,0,37094.0,51931.0,1.4,248466,1,1, Tanglin,10,54.0,274.0,2324.0,2389.0,543.0,1.195814651503148,0.033830614165421664,Very Unlikely
TANGLIN REGENCY,0,10543.0,22139.0,2.1,247965,1,0, Bukit Merah,10,45.0,21.0,1591.0,1689.0,490.0,0.2905510071524466,0.11597287790865064,Very Unlikely
TANGLIN RESIDENCES,0,6317.0,8843.0,1.4,258004,1,1, Tanglin,10,38.0,43.0,1924.0,2736.0,1014.0,1.014153323044974,0.01415907033222188,Very Unlikely
TANGLIN VIEW,0,17513.0,49175.0,2.81,159012,1,0, Bukit Merah,3,42.0,384.0,1568.0,1720.0,513.0,0.3052676202493054,0.14310344965417934,Very Unlikely
TANJONG RIA CONDOMINIUM,0,7446.0,20849.0,2.8,436914,1,0, Kallang,15,46.0,168.0,1364.0,1444.0,372.0,0.7009608589123578,0.32003007730929867,Unlikely
TANQUEELAN SUITES,0,11531.0,48430.0,4.2,188098,0,0, Downtown Core,7,38.0,2.0,1792.0,1792.0,621.0,0.2616031981301395,0.02858883267589583,Very Unlikely
TELOK BLANGAH HOUSE,0,1379.0,4826.0,3.5,98829,0,1, Bukit Merah,4,60.0,124.71927846674184,1642.0,1642.0,354.0,0.7190341354331551,0.499519172184421,Possible
TELOK KURAU LODGE,0,2163.0,3029.0,1.4,426065,0,1, Bedok,15,52.0,18.0,1076.0,1076.0,350.0,0.621100294505886,0.631202481238386,Likely
TELOK MANSION,0,1975.0,2764.0,1.4,423838,0,1, Bedok,15,66.0,9.0,834.0,923.0,335.0,1.04982203097183,0.8191483525024172,Very Likely
TEMBELINA,0,1188.0,1663.0,1.4,423683,1,1, Marine Parade,15,46.0,14.0,1161.0,1161.0,564.0,1.161827860759649,0.581821431297932,Possible
TEMBELING CENTRE,0,2591.0,7772.0,3.0,423731,0,1, Marine Parade,15,58.0,17.0,1298.0,1360.0,293.0,1.493897553409503,0.47328466123344365,Possible
TEMBELING COURT,0,904.0,1265.0,1.4,423596,0,1, Marine Parade,15,33.0,12.0,1322.0,1491.0,635.0,0.9023868339436912,0.23294478507796607,Unlikely
TEMBELING GROVE,0,1827.0,2557.0,1.4,423722,0,1, Marine Parade,15,50.0,24.0,1459.0,1462.0,413.0,1.369474661417788,0.41636582519045956,Possible
TEMBELING MANSIONS,0,752.0,1052.0,1.4,423742,0,1, Marine Parade,15,47.0,11.0,1312.0,1312.0,621.0,1.316205832239762,0.5268639420235228,Possible
TEMBELING RESIDENCE,0,832.0,1167.0,1.4,423725,0,1, Marine Parade,15,32.0,19.0,1552.0,1664.0,1024.0,1.393883285147609,0.2476385784723736,Unlikely
TERESA VILLE,0,24754.0,62499.0,2.52,99307,1,1, Bukit Merah,4,57.0,264.0,1627.0,1733.0,202.0,0.7190341354331551,0.07915262406550705,Very Unlikely
TERRASSE,0,30196.0,42274.0,1.4,544774,1,0, Hougang,19,29.0,414.0,1234.0,1423.0,705.0,1.294547615375555,0.23307526209565507,Unlikely
TERRENE AT BUKIT TIMAH,0,12093.0,15552.0,1.29,598674,1,0, Bukit Timah,21,30.0,172.0,1743.0,1808.0,914.0,0.5359735144232396,0.16546134587007924,Very Unlikely
TESSA LODGE,0,955.0,1336.0,1.4,437824,0,1, Marine Parade,15,36.0,13.0,1484.0,1484.0,550.0,1.242082970407714,0.27839597915231007,Unlikely
TEXTILE CENTRE,0,6967.0,21270.96451425247,2.2073144876325084,199018,0,0, Kallang,7,66.0,132.0,1065.0,1119.0,194.0,0.4030033022515523,0.6592012295777102,Likely
TG MANSION,0,1430.0,2001.0,1.4,426102,0,1, Bedok,15,52.0,12.0,1019.0,1019.0,384.0,0.482507976219427,0.6737289065073233,Likely
THE 101,0,699.0,2936.0,4.2,189703,0,0, Downtown Core,7,57.0,2.0,1597.0,1787.0,353.0,0.3317807015465686,0.2415474097244208,Unlikely
THE ABERDEEN,0,6529.0,18179.0,2.78,329023,1,1, Kallang,12,46.0,132.0,1325.0,1420.0,450.0,0.7608505856104494,0.33670916260957257,Unlikely
THE ABODE AT DEVONSHIRE,0,1141.0,3202.0,2.81,239895,0,1, River Valley,9,41.0,26.0,1927.0,1927.0,924.0,0.3293280883953501,0.19974785539526155,Very Unlikely
THE ACACIAS,0,4448.0,6227.0,1.4,358246,0,1, Serangoon,13,34.0,65.0,1235.0,1359.0,555.0,0.6315397122792561,0.29350140927681595,Unlikely
THE ADARA,0,1030.0,1421.0,1.38,429515,0,1, Marine Parade,15,33.0,16.0,1752.0,1752.0,595.0,1.566343484924344,0.15838759159084478,Very Unlikely
THE ADDITION,0,898.0,1886.0,2.1,358461,0,1, Toa Payoh,13,23.0,26.0,1918.0,1918.0,1516.0,0.2143730825107621,0.17284314311475926,Very Unlikely
THE ALPS RESIDENCES,0,15660.0,43849.0,2.8,528533,1,0, Tampines,18,24.0,626.0,1354.0,1699.0,971.0,1.459825617760689,0.282226520270977,Unlikely
THE AMARELLE,0,3546.0,4965.0,1.4,438128,0,1, Geylang,15,34.0,6.0,1500.0,1533.0,800.0,0.5303190579503682,0.24271834787102436,Unlikely
THE AMBRA,0,1746.0,2444.0,1.4,426117,0,1, Bedok,15,33.0,25.0,1342.0,1422.0,570.0,0.4602933351999119,0.26268466083871506,Unlikely
THE AMBROSIA,0,3234.0,4532.0,1.4,425261,0,1, Bedok,15,33.0,39.0,1500.0,1548.0,800.0,1.255416002166159,0.25994689708736446,Unlikely
THE AMERY,0,6939.0,9715.0,1.4,425612,1,1, Marine Parade,15,33.0,78.0,1597.0,1597.0,727.0,1.025182193475328,0.21968633678546592,Unlikely
THE AMSTON,0,4061.0,7796.0,1.92,669596,0,0, Bukit Batok,23,45.0,52.0,1323.0,1394.0,378.0,0.976845906559526,0.34957945353235315,Unlikely
THE ANCHORAGE,0,55963.0,158238.0,2.83,159954,1,1, Queenstown,3,46.0,775.0,1688.0,1924.0,383.0,0.5768143706856547,0.006097499506884304,Very Unlikely
THE ANSLEY,0,4381.0,12204.0,2.79,308214,1,1, Novena,11,39.0,1.0,1528.0,1562.0,622.0,0.6398290556239182,0.18713305182030326,Very Unlikely
THE ARC AT DRAYCOTT,0,2534.0,7096.0,2.8,259420,0,1, Newton,10,35.0,58.0,2666.0,3000.0,1552.0,0.6008091585157519,0.021103508344685048,Very Unlikely
THE ARCADIA,0,37804.0,60487.0,1.6,289843,1,0, Bukit Timah,11,60.0,164.0,1162.0,1333.0,280.0,0.941843359538333,0.14557707479273047,Very Unlikely
THE ARIEL,0,1194.0,1671.0,1.4,426536,0,1, Geylang,15,32.0,2.0,1394.0,1394.0,772.0,0.429515977053986,0.3127145172130555,Unlikely
THE ARMADALE,0,3013.0,4219.0,1.4,309104,0,1, Novena,11,42.0,43.0,1616.0,1818.0,618.0,0.4468971404820212,0.171730919086483,Very Unlikely
THE ARRIS,0,2167.0,6078.0,2.81,88271,0,1, Outram,2,41.0,63.0,1984.0,2126.0,691.0,0.7190341354331551,0.0987229516270513,Very Unlikely
THE ARTE,0,16616.0,46525.0,2.8,329215,1,1, Novena,12,33.0,336.0,1671.0,1735.0,758.0,0.7625797628220059,0.11985853550347526,Very Unlikely
THE ASANA,0,1225.0,1715.0,1.4,266745,0,1, Bukit Timah,10,26.0,48.0,2712.0,2805.0,2049.0,0.4361022725674865,0.05241193024930299,Very Unlikely
THE ASTON,0,2402.0,6727.0,2.8,248973,0,1, Tanglin,10,41.0,8.0,1827.0,1858.0,460.0,0.9331901937482028,0.12144908137562276,Very Unlikely
The Atelier,0,11643.0,32601.0,2.8,228599,0,1, NOVENA,9,39.48150357995227,12.0,2701.0,3040.0,2494.0,0.3996857520536388,0.019302167936212332,Very Unlikely
THE ATRIA AT MEYER,0,12065.0,33781.0,2.8,437885,1,1, Marine Parade,15,47.0,158.0,2023.0,2075.0,604.0,1.28621543739236,0.07759307215347816,Very Unlikely
THE AVENIR,0,11924.0,50404.0,2.8,238432,1,1, River Valley,9,39.48150357995227,376.0,3220.0,3564.0,2734.0,0.6733214589349396,0.0186456072375958,Very Unlikely
THE AXIS,0,1395.0,3907.0,2.8,308227,0,1, Novena,11,34.0,52.0,1455.0,1795.0,679.0,0.8251179288676833,0.12950742370067878,Very Unlikely
THE AZURE,0,10928.0,21200.0,1.94,98583,1,0, Southern Islands,4,35.0,116.0,1790.0,2400.0,872.0,0.7190341354331551,0.021818958426894304,Very Unlikely
THE AZZURO,0,873.0,1181.0,1.35,426140,0,1, Bedok,15,32.0,15.0,1350.0,1350.0,589.0,0.434854956043806,0.3080148572699121,Unlikely
THE BALE,0,2788.0,3903.0,1.4,425991,0,1, Bedok,15,35.0,36.0,1375.0,1375.0,500.0,0.6273109660246907,0.3024729447571375,Unlikely
THE BALMORAL,0,23249.0,37198.0,1.6,259846,1,1, Tanglin,10,57.0,81.0,1949.0,1949.0,223.0,0.5482808948222387,0.06565938632637892,Very Unlikely
THE BALMORAL SPRING,0,2145.0,3430.0,1.6,259888,0,1, Newton,10,43.0,27.0,1548.0,1742.0,818.0,0.539089942037824,0.24179661736910285,Unlikely
THE BAYCOURT,0,7840.0,11301.0,1.44,466507,1,1, Bedok,16,49.0,56.0,1388.0,1388.0,400.0,1.381245023735011,0.3848351520066583,Unlikely
THE BAYSHORE,0,38510.0,115530.0,3.0,469970,1,0, Bedok,16,47.0,138.0,1163.0,1361.0,357.0,1.60487921457508,0.009291399045601898,Very Unlikely
THE BEACON,0,3742.0,13099.0,3.5,89775,0,0, Bukit Merah,2,35.0,124.0,1624.0,1670.0,510.0,0.7190341354331551,0.17188285654524466,Very Unlikely
THE BEACON EDGE,0,1777.0,2488.0,1.4,423728,0,1, Marine Parade,15,34.0,32.0,1722.0,1755.0,660.0,1.418668135031313,0.17315253766976654,Very Unlikely
THE BEAUMONT,0,6946.0,19442.0,2.8,239893,1,1, River Valley,9,58.0,64.0,1953.0,2323.0,572.0,0.3342500360884899,0.06369960453616372,Very Unlikely
THE BECCAGAYLE,0,1157.0,1620.0,1.4,425142,0,1, Bedok,15,38.0,12.0,1113.0,1113.0,523.0,1.320890716966476,0.49610653168943836,Possible
THE BELLEFORTE,0,3158.0,8843.0,2.8,329973,0,1, Novena,12,40.0,74.0,1409.0,1409.0,422.0,0.6843367846370702,0.3147360595129594,Unlikely
THE BELMONT,0,3071.0,4309.0,1.4,269852,0,1, Bukit Timah,10,39.48150357995227,1.0,1935.0,1935.0,606.0,0.3068560275196339,0.11786596150095521,Very Unlikely
THE BELVEDERE,0,7551.0,21144.0,2.8,437874,1,1, Marine Parade,15,36.0,167.0,2066.0,2177.0,597.0,1.165951854353894,0.05848122593332257,Very Unlikely
THE BENCOOLEN,0,6258.0,26285.0,4.2,189646,0,0, Rochor,7,44.0,182.0,1450.0,1651.0,441.0,0.2713679856709444,0.17438851841142838,Very Unlikely
THE BERTH BY THE COVE,0,16175.0,30900.0,1.91,98616,1,0, Southern Islands,4,37.0,2.0,1619.0,2200.0,680.0,0.7190341354331551,0.012784392918456662,Very Unlikely
THE BEVERLY,0,11431.0,15991.0,1.4,596720,0,1, Bukit Timah,21,31.0,118.0,1104.0,1541.0,652.0,0.9640928427881792,0.14198590521269014,Very Unlikely
THE BLISS,0,223.0,779.0,3.5,218586,0,1, Rochor,8,30.0,7.0,1356.0,1386.0,1274.0,0.3709903847452616,0.4281785382871363,Possible
THE BLOSSOMVALE,0,13836.0,27672.0,2.0,589473,1,0, Bukit Timah,21,45.0,22.0,1926.0,2081.0,493.0,0.1621146688899727,0.03856678696780926,Very Unlikely
THE BOTANIC ON LLOYD,0,9283.0,13113.0,1.41,239101,1,1, River Valley,9,37.0,66.0,1919.0,2250.0,721.0,0.3866512092384558,0.040842129285365875,Very Unlikely
THE BOULEVARD RESIDENCE,0,2003.0,5608.0,2.8,249691,0,1, River Valley,10,38.0,46.0,2728.0,4242.0,1391.0,0.3859309846254486,0.00038625049721918074,Very Unlikely
THE BOUTIQ,0,3223.0,9086.0,2.82,239565,0,1, River Valley,9,29.0,13.0,1578.0,2615.0,1134.0,0.4094506955463368,0.009692669208521562,Very Unlikely
THE BROOKS I,0,3309.0,4632.0,1.4,786020,0,1, Yishun,26,27.0,33.0,1510.0,1562.0,1060.0,0.7550844803862885,0.24711760643030004,Unlikely
THE BROOKS II,0,3022.0,4230.0,1.4,786015,0,1, Yishun,26,27.0,28.0,1528.0,1528.0,1085.0,0.6481040788125468,0.27548956224915017,Unlikely
THE CALLISTA,0,3610.0,10107.0,2.8,328702,0,0, Kallang,12,38.0,87.0,1161.0,1213.0,446.0,0.8150407083584204,0.394763501193835,Unlikely
THE CALROSE,0,34345.0,48084.0,1.4,787066,1,1, Ang Mo Kio,26,36.0,421.0,1517.0,1688.0,384.0,0.2452161592300112,0.11436791521869502,Very Unlikely
THE CALYPSO,0,1791.0,2507.0,1.4,465540,0,1, Bedok,16,38.0,3.0,1327.0,1505.0,514.0,1.390656501369528,0.2336718814238681,Unlikely
THE CAPE,0,1889.0,5398.0,2.86,439872,0,1, Marine Parade,15,29.0,76.0,2057.0,2265.0,1504.0,1.648548726205567,0.10499495257153937,Very Unlikely
THE CAPRI,0,1203.0,1683.0,1.4,257864,0,1, Tanglin,10,45.0,18.0,1716.0,1716.0,409.0,0.1910489493281403,0.22402384196730118,Unlikely
THE CARPMAELINA,0,4321.0,6050.0,1.4,429974,1,1, Geylang,15,38.0,52.0,1327.0,1327.0,379.0,0.8248372746472943,0.3270647450628488,Unlikely
THE CASCADIA,0,27281.0,56048.0,2.05,589624,1,1, Bukit Timah,21,33.0,536.0,1863.0,2191.0,752.0,0.4873825985442152,0.05398317228916192,Very Unlikely
THE CASSANDRA,0,1936.0,2711.0,1.4,118549,0,1, Queenstown,5,38.0,2.0,1170.0,1238.0,366.0,0.2157309793173005,0.32923297986696315,Unlikely
THE CENTREPOINT,0,8472.0,41512.0,4.9,238844,0,0, Orchard,9,60.0,124.71927846674184,2714.0,2869.0,2557.0,0.20563476259451,0.11359174415104771,Very Unlikely
THE CENTRIO,0,1701.0,4762.0,2.8,329552,0,1, Novena,12,34.0,53.0,1620.0,1728.0,892.0,0.5995454991140067,0.2082401597684937,Unlikely
THE CENTRIS,0,33524.0,70400.0,2.1,648332,0,0, Jurong West,22,34.0,61.0,1225.0,1409.0,315.0,0.0812035053579355,0.016830222735019298,Very Unlikely
THE CHUAN,0,6716.0,14103.0,2.1,556820,1,0, Serangoon,19,36.0,16.0,1748.0,1887.0,622.0,0.4538176088735938,0.07612077232788841,Very Unlikely
THE CITRINE,0,2147.0,6013.0,2.8,329415,0,1, Novena,12,35.0,54.0,1409.0,1447.0,520.0,0.7498053513709168,0.2654873115311463,Unlikely
THE CITRON RESIDENCES,0,1701.0,348.0,0.2,208380,0,1, Kallang,8,26.0,54.0,1762.0,1884.0,1373.0,0.3386065562452542,0.19231718682853133,Very Unlikely
THE CLAYMORE,0,22853.0,64020.0,2.8,229543,1,1, Newton,9,58.0,146.0,3220.0,3456.0,865.0,0.4487557904539847,0.0016296180625099584,Very Unlikely
THE CLEARWATER,0,27403.0,58089.0,2.12,479232,1,0, Bedok,16,42.0,42.0,1174.0,1310.0,318.0,0.2844070293506266,0.05013353009583302,Very Unlikely
THE CLEMENT CANOPY,0,13038.0,282490.0,21.67,129960,1,0, Clementi,5,24.0,55.0,1753.0,1971.0,1187.0,0.9183817637761535,2.0695253685803713e-06,Very Unlikely
THE CLIFT,0,1819.0,20378.0,11.2,69047,0,0, Downtown Core,1,32.0,312.0,1890.0,3085.0,1019.0,0.7190341354331551,0.0069979453668036,Very Unlikely
THE COAST AT SENTOSA COVE,0,25685.0,51900.0,2.02,98449,1,0, Southern Islands,4,34.0,249.0,1725.0,2600.0,1109.0,0.7190341354331551,0.006561197958073597,Very Unlikely
The Commodore,0,9256.203754831584,21270.96451425247,2.2073144876325084,769304,1,0, Sembawang,27,39.48150357995227,219.0,1483.0,1670.0,1289.0,0.3027323006221613,0.38501418293938183,Unlikely
THE CORNWALL,0,9942.0,13919.0,1.4,269632,1,1, Bukit Timah,10,38.0,99.0,1958.0,2224.0,652.0,0.4939106922380071,0.04995037487234481,Very Unlikely
THE COSMOPOLITAN,0,9510.0,26627.0,2.8,239471,1,1, Singapore River,9,35.0,228.0,2489.0,2644.0,963.0,0.8921464706664168,0.027966612111286,Very Unlikely
THE COTZ,0,1521.0,2130.0,1.4,423824,0,1, Bedok,15,33.0,48.0,1263.0,1514.0,801.0,0.885403448459062,0.2667842700512274,Unlikely
THE COURTYARD,0,2540.0,3556.0,1.4,547822,0,1, Hougang,19,48.0,27.0,1263.0,1263.0,407.0,0.4155094621753741,0.49361042295036495,Possible
THE CREST,0,23785.0,49949.0,2.1,159017,1,0, Bukit Merah,3,26.0,469.0,1935.0,2323.0,1425.0,0.5300816515536118,0.05118379561014255,Very Unlikely
THE CRISTALLO,0,3227.0,2255.0,0.7,425687,0,1, Bedok,15,28.0,74.0,1449.0,1634.0,851.0,0.944960501401356,0.20774378543757518,Unlikely
THE DAFFODIL,0,3863.0,5406.0,1.4,466584,0,1, Bedok,16,45.0,65.0,1335.0,1379.0,428.0,1.243783903614081,0.41000311629688496,Possible
THE DAIRY FARM,0,64660.0,136633.0,2.11,679035,1,1, Bukit Panjang,23,54.0,477.0,1473.0,1639.0,352.0,0.2366412268348065,0.011081384863530969,Very Unlikely
THE DOMAIN,0,1980.0,5940.0,3.0,459108,0,1, Bedok,15,48.0,12.0,1093.0,1093.0,363.0,1.461352333227005,0.5492846308781434,Possible
THE DRAYCOTT,0,14974.0,31440.0,2.1,259388,0,1, Newton,10,63.0,132.0,1976.0,2275.0,607.0,0.7388223653780072,0.0811733680153919,Very Unlikely
THE EASTSIDE,0,2377.0,3328.0,1.4,427693,0,1, Marine Parade,15,37.0,32.0,1891.0,1891.0,426.0,1.590296427159252,0.11953107902532852,Very Unlikely
THE EDGE ON CAIRNHILL,0,4301.0,12050.0,2.8,229717,1,1, Newton,9,41.0,46.0,2332.0,2348.0,1040.0,0.399457934098271,0.07260249010953625,Very Unlikely
THE EDGEWATER,0,4270.0,5982.0,1.4,509504,1,1, Pasir Ris,17,40.0,53.0,934.0,1072.0,303.0,1.895591062434101,0.45694475464033824,Possible
THE ELYSIA,0,1576.0,4415.0,2.8,328688,0,0, Kallang,12,38.0,4.0,1145.0,1145.0,393.0,0.8017409646267385,0.39831854458597954,Unlikely
THE EQUATORIAL,0,7458.0,15716.0,2.11,257872,1,1, Tanglin,10,42.0,95.0,2005.0,2184.0,678.0,0.1377798022695307,0.06804637992314025,Very Unlikely
THE ESPIRA,0,2704.0,3785.0,1.4,425563,0,1, Bedok,15,34.0,4.0,1363.0,1375.0,693.0,1.011545672059072,0.3090089385759963,Unlikely
THE ESSENCE,0,9256.203754831584,21270.96451425247,2.2073144876325084,779830,0,0, Yishun,26,39.48150357995227,84.0,1078.0,1505.0,1078.0,0.5974473667483593,0.24497328222838652,Unlikely
THE ESTA,0,17241.0,48286.0,2.8,439966,1,1, Marine Parade,15,35.0,4.0,2033.0,2206.0,563.0,1.433569167032666,0.007782110590078945,Very Unlikely
THE ESTIVA,0,2354.0,3296.0,1.4,117482,0,1, Queenstown,5,35.0,33.0,1355.0,1460.0,495.0,0.7035104248834578,0.24040280385421584,Unlikely
THE ESTUARY,0,26949.0,56860.0,2.11,769132,1,0, Yishun,27,30.0,68.0,1131.0,1386.0,620.0,0.7041887806338569,0.03592840802747446,Very Unlikely
THE FERNHILL,0,2710.0,3794.0,1.4,259049,0,1, Tanglin,10,34.0,25.0,1711.0,2284.0,1180.0,0.6353870822609977,0.054918850232959684,Very Unlikely
THE FLORENCE RESIDENCES,0,36161.0,101244.0,2.2073144876325084,533752,0,0, Hougang,19,39.48150357995227,141.0,1760.0,2106.0,1218.0,0.7778168438387433,0.004431157267784674,Very Unlikely
THE FLORENTINE,0,36161.0,101244.0,1.4,549555,0,0, Hougang,19,32.0,34.0,1205.0,1305.0,603.0,0.692157000924501,0.007711862055627079,Very Unlikely
THE FOLIAGE,0,5805.0,8128.0,1.4,118707,1,1, Queenstown,5,35.0,88.0,1392.0,1470.0,362.0,1.16057102968926,0.22190104881007444,Unlikely
THE GALE,0,21763.0,30549.0,1.4,506911,1,1, Pasir Ris,17,30.0,329.0,1098.0,1166.0,518.0,1.395537869494512,0.38004988312542703,Unlikely
THE GARDEN RESIDENCES,0,14605.0,40894.0,2.8,554343,0,0, Serangoon,19,22.0,613.0,1790.0,1889.0,1281.0,1.762066874687408,0.3018783863095873,Unlikely
THE GARDENS AT BISHAN,0,34943.0,87343.0,2.5,575574,1,0, Bishan,20,39.0,756.0,1427.0,1598.0,318.0,0.0927046118721671,0.14009546008323365,Very Unlikely
THE GAZANIA,0,13568.0,18995.0,1.4,538527,1,1, Serangoon,19,21.0,25.0,2256.0,2606.0,1799.0,0.2435144298548574,0.01716137768519143,Very Unlikely
THE GERANIUM,0,4011.0,5616.0,1.4,424968,1,1, Geylang,15,37.0,62.0,1286.0,1394.0,445.0,0.7830865489391403,0.290873304001604,Unlikely
THE GLACIER,0,2438.0,3415.0,1.4,427941,0,1, Bedok,15,39.0,3.0,1342.0,1342.0,381.0,0.7411863833928144,0.3085028238943106,Unlikely
THE GLADES,0,31882.0,51011.0,1.6,465407,1,0, Bedok,16,27.0,726.0,1557.0,1792.0,1055.0,0.2246810305975403,0.3055403867180993,Unlikely
THE GLYNDEBOURNE,0,15864.0,22210.0,1.4,297722,1,1, Novena,11,30.0,15.0,2042.0,2370.0,1414.0,0.3611656838313175,0.025370094092932827,Very Unlikely
THE GRANDHILL,0,4187.0,5860.0,1.4,118860,1,1, Queenstown,5,37.0,53.0,1233.0,1509.0,399.0,0.3549759509081577,0.18816044887637184,Very Unlikely
THE GRANDIFLORA,0,1349.0,1888.0,1.4,425554,0,1, Bedok,15,39.0,18.0,1016.0,1082.0,444.0,0.9301120377882676,0.49066351417828613,Possible
THE GRANGE,0,9090.0,19299.0,2.12,249631,1,1, River Valley,10,35.0,95.0,2832.0,2832.0,1345.0,0.9810382619700992,0.023549108074233282,Very Unlikely
THE GREENWICH,0,21000.0,29400.0,1.4,807012,1,0, Serangoon,28,29.0,319.0,1164.0,1521.0,812.0,0.9345526124198584,0.21660121758712897,Unlikely
THE HACIENDA,0,20532.0,28744.0,1.4,457908,1,1, Bedok,15,57.0,19.0,1526.0,1672.0,328.0,1.196006906765653,0.1301784867716912,Very Unlikely
THE HERMITAGE,0,1825.0,2946.0,1.61,258117,0,1, Newton,10,44.0,32.0,2058.0,2058.0,508.0,0.2804395690914405,0.1212294090868101,Very Unlikely
THE HILLFORD,0,10171.0,14240.0,1.4,596150,0,0, Bukit Timah,21,27.0,281.0,1314.0,1456.0,972.0,0.764049895947863,0.40601139261527913,Possible
THE HILLIER,0,14294.0,40025.0,2.8,667978,0,0, Bukit Batok,23,27.0,528.0,1507.0,1779.0,1087.0,0.3611736217679621,0.25479455029111864,Unlikely
THE HILLSIDE,0,26990.0,37638.0,1.39,588195,1,1, Bukit Batok,21,42.0,34.0,1474.0,1488.0,275.0,0.2794042908556998,0.07425429455044857,Very Unlikely
THE HOLLAND COLLECTION,0,3319.0,4647.0,1.4,258859,0,1, Tanglin,10,32.0,26.0,2164.0,2218.0,1386.0,0.95962315842847,0.10727652240096895,Very Unlikely
THE HORIZON,0,5107.0,14312.0,2.8,249441,1,1, Tanglin,10,42.0,8.0,2050.0,2050.0,675.0,0.92543534183602,0.08091003892331601,Very Unlikely
THE HUNTINGTON,0,1804.0,5037.0,2.79,308095,0,1, Novena,11,43.0,42.0,1895.0,1983.0,678.0,0.2464675119976753,0.14487007072257868,Very Unlikely
THE HYDE,0,2806.0,4489.0,1.6,259796,1,1, Tanglin,10,21.0,117.0,2990.0,3378.0,2584.0,0.8009689842174654,0.018520254208277364,Very Unlikely
THE IMPERIAL,0,10378.0,29058.0,2.8,239616,1,1, Museum,9,37.0,187.0,2327.0,2400.0,692.0,0.3598644217334542,0.03220577791900478,Very Unlikely
THE INFINITI,0,22966.0,36746.0,1.6,127712,1,1, Clementi,5,35.0,315.0,1316.0,1470.0,476.0,1.248874997778157,0.19286313638147354,Very Unlikely
THE INFLORA,0,21702.0,30383.0,1.4,506846,1,0, Pasir Ris,17,27.0,396.0,1224.0,1404.0,695.0,1.327794155334633,0.30894695861019633,Unlikely
